text	label
main survei biaya survei jokowi kalah prabowo hasil pilpres beda ganjar survei kalah pilgub jateng menang anies kalah survei pilgub jakar	6
fokus benar ganjar pranowo bansos sakti ngebuat bantu	5
anies komitmen kembali laku utama politik dunia tonton	5
anies angkat martabat tani terus terima bansos hasil	6
jakarta landa banjir genang mana hujat salah anies nyata buzzer cebong laknat dungu lewat lihat puncak	5
brillian anies	6
ganjar insyaf serang suara anjlok coba lanjut terus jokowi	5
minggu spesial tani debat empat calon wakil presiden salut gibran milik gagas lanjut program program manfaat generasi indonesia hilir sumber ekonomi hijau	7
tanam benih ubah pilih ganjar pranowo cipta indonesia	5
ribu dukung anies muhaimin hadir kampanye akbar tegal	5
temu anies indonesia hilang model contoh jalan adik2nya indonesia	6
dukung rata ganjar pranowo mahfud pimpin pimpin indonesia presiden	5
prabowo multiple times happens because defences resources after protests indonesia palestine liberation decolonisation could	4
jegal videotron anies baswedan bentuk politik represif kuasa jokowi politik demokrasi sportif jujur amanat rakyat sadar jokowi lubang perahu jokowi kuasa berangus suara rakyat tuntut ubah agam politik represif tempat gubernur provinsi biar ipar ketua langgeng kuasa jegal giat kampanye lawan politik paksa birokrasi tingkat menang calon anak jokowi gali kubur jokowi gelap amnesia sejarah belanda posisi banding jokowi rakyat posisi lemah banding belanda kalah jokowi kroni ambil posisi belanda resiko pikul bahaya jokowi belanda tentara polisi serum duduk negara kuasa represif kuasa jokowi tekan tuntut ubah kuat lawan rakyat hadap kamuflase propaganda politik riang gembira menang putar tutup wajah politik jokowi fakta ambruk citra jokowi akibat politik brutal pikir pilpres solid perencanaanya pilpres jalan sesuai skenario susun bulan lihat puncak saat coblos hitung rekapitulasi suara jokowi kekuasaanya henyak pucat kencing kencing situasi jalan sesuai rencana atur rakyat membludak turun awal hitung suara hitung orang orang jilat janji lindung satu tinggal aparat buat kecuali kuat rakyat pilih kecuali awal masif desa ubah halang halang situasi lawan rakyat belanda pulang negeri leluhur bawa kalah tuntut tanggung ulah jokowi kalah mana lari gudang tanggung nanti	5
maruar sirait gabung prabowo gibran gerindra jabar nambah energi	5
laksamana madya setiadji sekjen kemenhan bicara tegas ganjar mahfud kait masalah tahan negara	4
banding sadis serang jokowi anies debat prabowo pribadi urus partai serang	5
dengerin kampanye anies lirik catchy banget presiden kreatif	5
persen responden pilih prabowo subianto	5
sukses milik orang sukses capres ganjar pranowo mahfud jn18a	5
ganjar pranowo mahfud umum luncur program ambisius buka lapang kerja ganjar pimpin jateng bawa alam harga terap program jenis inisiatif gratis	1
keluarga hatta bersama2 turun gunung bantu ganjar mahfud jadi jalan bangsa keluarga hatta cium aroma busuk demokrasi	5
perhati didik papua pintar pintar gera indonesia ajar lupa warga papua anies presiden	5
ganjar pranowo nilai berantas korupsi	5
acara desak anies samarinda kalimantan timur lahan hektar lahan ramai acara desak anies kamis januari	5
tomgkang batubara warga miskin anies baswedan	5
saksi debat jokowi hidup jejak digital lengkap rakyat bodoh rakyat pimpin bohong berhentipan playing victim terima kasih	5
banget islah bahrawi ganjar pranowo flying hours kompatibel konyol menhan prabowo	5
prabowo gibran nuansa politik elemen kreatif	5
indonesia blusukan pasar gayungsari surabaya menang prabowo gibran follow google berita	5
keren youth jambore rawan ganjar mahfud hadir menang rawan indonesia satu rapat baris kuat konsolidasi menang ganjar mahfud	5
anies prabowo serah tanah anggota2 rumah tangkap inti timpang jabat tanggung tanah segitu luas gerak juang lembaga dar rumah	5
ragu kerja anies salah bukti anies tulus warga video jadi bakar pasar gembrong jakarta timur orang jakarta benci anies patut	5
anies angkat martabat tani terus terima bansos hasil	6
ganjar pranowo wujud sejahtera rata ganjarmahfud2024 pangandaran angandaran ganjar mahfud hebat sertifikattanah untukrakyat	5
anies presiden bebas dapat jamin prabowo presiden bebas dapat gimana	5
anies bukti rukun jakarta jaga pemprov jakarta forum rukun agama jakarta terima harmony award umum langsung menteri	6
vendor2 infrastruktur bayar bom tri kasi bangkrut baliho2 tabur gasih	7
berani tekad panggung pasang emban tugas ganjar pranowo mahfud	5
mahfud bilang tolak pasang anies koalisi dukung bubar dukung anies pandang negatif mahfud tolak posisi mahfud tulus orang madura	5
berani taruh bikin karang bunga orang komunitas dikarang2 salah bentuk provokasi bentur masyarakat cara2 main sungguh keri prabowo sampe kuasa	4
usung anies baswedan syarat demokrat syarat wakil usung anies syarat	5
bangsa ganjar pranowo mahfud pesan jaga konstitusi atur dasar negara landas bangsa jnk18e1	5
tebet hasil anies kesana temen percaya jaksel	4
sama kuat sukses capres cawapres ganjar pranowo mahfud pilpres	5
desak anies legal kayak izin cabut	5
kemarin sumbar anies tasikmalaya barat anies kenal lelah kamis januari	6
jejaring oligarki tambang milu ganjar mahfud maharani jejak bisnis baca suami hapsoro sukmonohadi happy hapsoro happy milik rukun raharja usaha sedia energi integrasi hilir fokus jalan pilar bisnis utama infrastruktur dagang bangkit bisnis energi rukun raharja arsjad orias rudiantara rachmat gobel dukung komisaris independen salah perushaan milik happy basis utama prima basis investment seret pusar korupsi kominfo libat johnny plate dasar ditjen kemenkum happy hapsoro pegang saham mayoritas lembar sisa milik mohammad mangkuningrat lembar usaha milik arsjad rasjid lengkap maharani	5
anies baswedan langkah langkah otoriter bahaya prinsip prinsip demokrasi omonomon retorika	3
solusi ganjar pranowo utang akibat beli alutsista tara kelola uang negara semangat wujud positif ganjar pranowo rakyat	5
pilpres pilih ganjar pranowo mahfud janjiin program laut nelayan sejahtera banget	5
prabowo ayom hangat dukung tulus alir jabar berbuatbaik untukmasyarakat	5
desak anies ambon pinggir pantai indah beach spesial aspirasi muncul hidup wilayah timur indonesia potensi	7
janji prabowo gibran renovasi rumah indonesia	5
ganjar mahfud rancang bijak sehat fokus nyata daya kad3r posyandu	5
panglima dukung bulat prabowo gibran pimpin tanah rencong target suara persen	5
kuat bawa ubah positif dukung ganjar pranowo mahfud pilpres	5
inspiratif pasang capres cawapres ganjar pranowo mahfud peluang bisnis lokal kredit koprasi sukses usaha	1
panik gelombang ubah bendung acara anies makassar sulawesi selatan gembos ganggu tumpah	5
ajar tweeps bebas komentar jegal orang anies periksa novel meriksa talib novel singkir bukti sidi murah	5
acara desak anies pindah lokasi sumbar tolak pemkab tanah datar	3
pimpin buka kreatif ganjar pranowo kolaborasi guru program bawa ubah masyarakat	5
kisah mati salah arkeolog tragis umum celaka tunggal rumah hashim djojohadikusumo prabowo fosil gading museum dokumen polisi langgar hukum monggo baca	6
kendati prabowo sebut lahan hamdan zoelva fungsional lahan milik prabowo asai ratus	5
anies tepuk tangan riah rektor wajib kuliah korupsi putus rantai korupsi	5
kait fakta anies ganti pancasila sistem khilafah kait toleransi anut agama anies blunder rumah ibadah jakarta anies khianat prabowo capres benar fakta sangkal jahat nafsu penting pribadi seringkali	3
nggak presiden cerdas hidup bangsa pasang anies baswedan muhaimin iskandar pilih	5
mahasiswa universitas indonesia sebar brosur stiker gambar prabowo subianto guna jalan kawasan salemba jakarta pusat kamis tuntut selesai culi aktivis	5
momen mana mantap dukung desak anies agustus komitmen beliau revisi omnibus agenda lawan gera masyarakat sipil rezim jokowi	5
salut program kerja ganjar mahfud dukung banget lanjutgansemuakerja mahfud hebat buruh kelas	5
sangsi hukum rakyat berat penjara stres lihat anies lantik presiden	5
kaget anies berani mojokin prabowo scary politics anies nothing compared crazy international politics istilah negara minimal lawan putin biden jinping	5
bebas rakyat geram bukti kejam manusia ungkap masbowogbran pilihankita prabowo	5
lanjut fokus capres ganjar rakyat rancang bijak lingkung	7
calon presiden ganjar pranowo ajak jaga integritas konstitusi atur dasar negara	3
emang salah anies muhaimin maaf satu salah ubah indonesia rakyat sejahtera	3
skedar ngasih rawan projo bela keras panjenengan fitnah serang prabowo pilpres tangkap kritik netralitas aparat selenggara milu juang demokrasi negeri catat palti koruptor maling hina jogja sprti fitnah cawapres pegawai partai panjenengan langgar tangan lumur darah hilang nyawa aktivis teroris langsung tangkap nakut nakuti gimana benar temu jalan	5
calon presiden nomor anies baswedan merespon santai sikap capres nomor prabowo subianto pasca debat capres gulir januari	5
ganjar mahfud hebat ottoecsloq bersih kuatkankpk mahfud	5
bener banget lindung saudara negeri masbowogbran pasti masyarakat tegak benteng pancasila karenahati baikpakbowo	3
metrotv emas iklan anies bentuk liput kampanye aktivitas paslon tonton metrotv siar	5
trend kalang tolak prabowo gibran kenal jokowi beban trolling jokowi dukung prabowo gibran dissing anggap keren	5
ganjar pranowo medsos ruang komunikasi efektif perintah rakyat mana pimpin tanggap masyarakat cepat efektif layan publik media sosial ganjar bikin	5
ganjar pranowo srimulat segar dunia politik kompleks ganjar mahfud hebat	5
tani impi sudjatmiko prabowo gibran bukti nyata dekade08	6
lembaga survei australia anies baswedan terima lonjak dukung debat	5
crying course anies baswedan gubernur warga jakarta unforgettable moment anies baswedan distributed provincial government symbolic social assistance cards people disabilities hormat	5
kapitalisme neoliberal cocok indonesia prabowo kalimantan	3
capres ganjar pranowo bela konstitusi atur dasar negara	3
dapet bocor petinggi partai nawarin kampanye triliun syarat dapet jatah kabinet tolak mentah mentah anies mau kabinet dasar meritokrasi jabat alhasil kampanye budget	5
oknum keroyok sadis rawan ganjar mahfud boyolali rasa ras dispatch pagiii ishikawa kingdom	5
anies gedung islamic centre ciamis barat kamis januari	6
prabowo bicara kaya negara langkah segani prabowo gibran	5
anies sikap kritis kerja prabowo anggap engga sopan anggap hormat orang gilir gibran tengil kritis anggap kritis keras standar ganda	5
sindir prabowo kait ada alutsista lihat debat paham tahan indonesia	4
pasang paket komplit ganjar pranowo mahfud calon pimpin rakyat pilih ganjar indonesia	5
prabowo prescon bangga gibran kapasitas tahu bidang ekonomi debat lingkung hidup energi agraria pangan ekonomi	1
rakyat paham calon prabowo megapro issue rakyat paham dasar penting dukung jokowi masuk prabowo koalisi partai kesimpula	5
pilpres capres ganjar pranowo lapang kerja hidup	5
warga jateng tinggal cicip fasilitas ganjar temen gubernur sekolah negeri gratis wlaupun perna	6
capres ganjar pranowo teladan juang	5
pasal karet ganjar bilang definisi jelas unsur sengaja ancam hukum rang kreasi sembunyi	5
investor friendly approach pasang capres cawapres ganjar pranowo mahfud satu cipta regulasi hukum dukung tumbuh investasi	1
video dukung david chalik ketua serambi serikat rawan anies muhaimin indonesia	5
kapitalisme neoliberal cocok indonesia prabowo kalimantan	3
pimpin ganjar pranowo sambut kolaborasi guru program unggul	5
ribu tani dukung ganjar pranowo launching mutih hutang tani wilalung gajah demak antusias keluh kesah hutang cicil ganjar papar rata bagi pupuk tangan sasar	6
gerak ubah pilih pasang ganjar pranowo mahfud pilih nurani	5
amat militer tahan connie rahakundini bakrie sorot presiden widodo presiden pihak milu nyata jokowi hadir serah pesawat super hercules menteri tahan prabowo subianto kepala angkat udara kasau marsekal fadjar prasetyo connie nilai baris perwira diri samping jokowi jual jokowi pesan masyarakat	4
momen anies baswedan salah papua moga cita cita capai	6
benci ngomong kalang tengah atas fakta bijak anies untung kalang tengah bawah orang anies gaada kerja untung	5
partisipasi aktif pilpres bentuk bangsa pilih bijak pilih ganjar pranowo mahfud	5
paslon ganjar pranowo mahfud evaluasi indonesia buka demokratis	5
terima kunjung anak2 prabowo gibran penuh semangat kreativitas beliau hormat besar dengar karya pakdhe sembah juang prabowo gibran pas14feb pastiinpakbowo	5
wilfrida salah bebas ancam hukum hadap prabowo subianto bagi calon wakil presiden nomor malaikat	5
suara optimis warga jabar landas prabowo raih hasil berbuatbaik untukmasyarakat	5
joget joget pemuda butuh program atas masalah efektif program pasang capres ganjar pranowo mahfud	5
lihat langsung anies baswedan masyarakat ambon teriak anies presiden pimpin	5
tolong anies hapus diskriminasi lowong kerja diskriminasi didik masuk kampus negeri kasi anak2 kuliah nabung hasil kerja lulus	6
pilih prabowo bilang prabowo culik ken jadi gibran cawapresnya bilang haram konstitusi bilang anak layak cawapres anak cawapres jokowi idiot dukung anak wapres putus bangun tentang lanjut jokowi dukung capresnya jokowi dukung capres bilang presiden netral wolak walike jaman	5
pilih anies naik politik identitas terimakasih	1
joget joget pemuda program program solusi cerdas program pasang capres ganjar pranowo mahfud	5
kuat industri tahan cipta lapang kerja tingkat aman prabowo	4
anies pilih atas stunting pakai mudah harga murah anies pakai pabrik hidup proyek	6
adzan panggil salat panggil dukung ganjar anies hebat	5
diam2 israel dukung merdeka palestina mesrah israel pantes kemarin pildun berani nolak israel menteri tahan republik indonesia prabowo subianto diskus kuasa usaha israel bahrain tagner forum internasional sabtu interaksi buka anggap jarang lantar israel milik hubung diplomatik obrol normalisasi negara negara timur	4
calon presiden ganjar pranowo paham urgensi jaga konstitusi atur dasar negara pandu negara	3
hadir anies gubernur ubah nasib warga pulau sebira suplai listrik baik sekolah bersih kapal cepat bantu potong tempuh tingkat sejahtera ekonomi warga	1
anies concern timpang milik tanah produktif	6
kampanye milu tetap ganjar mahfud hebat	5
comeback anies baswedan kirim truck popers acara	4
anies baswedan republik diri minoritas diri mayoritas republik diri bangsa indonesia	6
video viral swingvoter golput pindah dukung download bagi teman group momen mana anies adil sempat rakyat	5
momen anies baswedan surya paloh rombong lokasi kampanye akbar bandung	5
mahfud mantan menteri tahan menhan bidang tahan publik mahfud calon presiden capres nomor anies baswedan capres nomor ganjar pranowo capres nomor prabowo subianto debat buka rahasia negara	4
coba usung prabowo gibran rakyat timur aku unggul ganjar mahfud	5
track record ganjar pranowo mahfud banget pranowo mahfud mdmahfudrebound pranowo mahfud mdpranowopilihanumat	5
capres cawapres ganjar pranowo mahfud pesan jaga konstitusi atur dasar negara landas bangsa	3
kampanye sulsel anies jadwal inap rumah	5
prabowo gibran cerita ikut acara antikorupsi gelar agrinas satu hasil nepotisme laku penuh konflik penting	5
satu lindung indonesia ganjab ngobrol bar3ng ganjar	5
strategi kait tambang ilegal cabut tambang ilegal nama ilegal cabut jembut cabut singkong	7
beli alutsista bekas prabowo pesawat harga triliun nggak	4
capek2 jatuhin suharto suruh milih prabowo koruptor kolusi jamur nepoatisme maju gibran nepotisme hilang putar sejarah	6
ulama jabar teladan dukung prabowo penuh yakin berbuatbaik untukmasyarakat	5
jurang obrol dasar jurang acara resolusi indonesia anies malam	5
capres cawapres ganjar pranowo mahfud mahfud bener bener perhati didik guru program edukatif keren	5
salut prabowo gibran usung budaya indonesia keren banget	6
anies bongkar duga praktek ordal ada alutsista prabowo konfirmasi kemenkeu silah rakyat nilai	4
ketua prabowo gibran ros roeslani suara balas capres nomor prabowo subianto singgung lahan ros sebut prabowo orang	5
presiden makan bareng prabowo ganjar bagus dukung jokowi	5
fokus pakai putih warna hijau beliau faried wedjedy pimpin ponpes mongkoso sulawesi selatan beliau tetes mata henti acara selesai beliau tulus anies	5
makna kolaborasi kacamata anies baswedan malam cerita makna kolaborasi branding kolaborasi sejati konsep asing kenal bangsa indonesia	6
ganjar mahfud bukti komitmen beli alutsista usang indonesia siap sambut sakti ganjar coblos3 ganjarmahfud2024 ganjarmahfudm3nangdebat	5
prabowo tolak bongkar tahan debat capres meutya hafid syukur calon presiden nomor prabowo subianto pancing bongkar tahan debat calon presiden minggu bentuk kenegarawanan penting negara politik	4
pakde ngira suara dukung prabowo pilih jokowi prabowo loyalitas	5
dukung penuh ganjar pranowo cipta jat3ng miskin milik peluang raih mimpi	5
anies massa kendali momen anies silahturahmi tokoh masyarakat ambon sambut puluh masyarakat ambon malu senin januari	5
anies baswedan terkadang harga bebas dapat demokrasi omonomon retorika	5
teliti saiful mujani pasang nomor prabowo gibran unggul kalang pilih nahdlatul ulama paslon	5
testimoni pendeta magetan ponorogo dukung anies baswedan	1
gagas anies baswedan film indonesia lokomotif maju industri kreatif indonesia kek beliau program detail film	1
investor prepare yourself pasang capres cawapres ganjar pranowo mahfud rancang regulasi hukum dukung tumbuh investasi indonesia	1
ngaruh prabowo junjung nepotisme rahasia anggar negara	5
warga masjid agung surakarta pilih anies muhaimin	5
mending acara desak anies aju statetment sana mending jakarta temuin pendeta gereja sertifikat saudara2 tionghoa	1
prabowo hadir deklarasi bandung minggu prabowo subianto	5
ganjar mahfud hebat inisiatif ganjar ngobrol peduli aspirasi ganjar mahfud hebat	5
sentil prabowo etika anies serang salah	5
nasehat anies kali prabowo transparansi capai tugas menhan cemana	5
ganjar bicara tahan beli pesawat bekas anggar kucur gila industri tahan produksi negeri	4
terima kasih serta hadir desak anies tukar aspirasi kemarin bahas buka kait sehat perempuan lingkung hidup agraria langsung laku penuh aspirasi tukar pikir insya allah bawa ubah indonesia moga wujud februari	6
tionghoa anies gereja bangun publikasi anies	5
malam ganjar pranowo jenguk korban aniaya oknum ramandhani pandan arang boyolali korban kondisi sadar	5
resmi graha utama akademi militer kesatrian akmil magelang senin presiden widodo damping menteri tahan prabowo subianto luang amah tamah ruang makan rukan taruna taruni	4
calon presiden ganjar pranowo tekan konstitusi atur dasar negara pandu hidup	3
kampung susun kunir jakarta karya anies baswedan medali world habitat awards kampung susun menang lomba inovasi solusi kota tingkat dunia resmi kampung susun kunir 2022	7
program prioritas pasang ganjar mahfud bidang ikan baik sektor hapus utang nelayan harap kembali posisi menteri laut	5
ganjar pranowo mahfud kayak pahlawan hashtag tunjukin dukung	5
dukung anies fenomenal bicara hari2 warung2 bukti cerdas diplomasi aku dunia anies indonesia panglima asean dunia panik	5
kereeen pesan erick thohir banget prabowo subianto toleransi agama satu mantap titipkankerukunan utkindonesia	5
founder indonesia ajar kek anies bener2 concern didik indonesia beliau hormat haru profesi milik orang2 komitmen dedikasi	6
nyata manajemen duga kuat videotron anies tarik intimidasi rezim redaksi kuasa rezim lakuin lokasi videotron strategis jantung industri besar tenggara bekas	5
prabowo dukung awas curang milu lambe waras gibran cawapres curang atas awas cawapresmu takut curang	5
ekonom program makan siang gratis prabowo beban triliun	1
rekam jejak anies ganjar gubernur rekam jejak menhan aktif jabat baik senggol rahasia negara dimarahin warga	5
prabowo pilih unggul jabar berkat dukung masyarakat darijabar untukindonesia	5
menhan prabowo subianto unjung timur selasa rangka tinjau bangun kapal frigate merah putih modernisasi halasan refurbishment jalan persen	4
keren pastiinpbowo gbranpasti dorong sempurna industri pangan naik nilai hasil tani masgbran kamiadadisini	1
calon presiden ganjar pranowo percaya mahfud regulasi hukum investor sahabat rumit	5
anies baswedan proxy dukung yaman bakar baasyir freemason bangun khilafah disuppo kader muhamadiyah dukung komunitas cinta perkutut kolaborasi feminism roh celana cingkrang kpoper	3
prabowo subianto naik hujan benar situasi tekan sulit bersih utama	7
coblos nurani ganjar pranowo pilih keluarga teman tetangga nyoblos bareng suasana milu riah	5
menhan korup sejarah diri indonesia	4
anies salah tugas negara bangun untung silah rakyat nilai	5
kembang koperasi fokus utama pasang ganjar mahfud pilpres inovasi bantu mudah bagai sektor	5
dukung anies semangaaat bentar sampe puncak insya allah	2
harap tanah papua anies deserve better	5
anies pilkada bawa2 serang beliau tinggal googling temu fakta fakta	6
desak anies sumatera barat pindah	5
detik datang anies lokasi kampanye akbar latar parkir salim padang januari	5
pamer prestasi anies baswedan super keren lapang sepakbola anak2 mukim padat gratis allah sungguh prestasi	6
timnas anies ralat nyata anies baliho gede gaban sesat publik	5
estate canang tepat bantu menteri menteri tani garis estate program ekstensifikasi tani buka lahan ubah lahan tani canang estate kalimantan daerah gunung libat program dasar telusur tempo bentuk agrinas mana susun direksi gerindra staff agrinas rangkap pegawai menteri tahan estate estate rencana buka hektar hutan hujan tropis canang anggota libat babat hutan mana hutan buka hektar hutan hasil mana kayu2 tiada tiada erti estate tanam singkong bekas hutan tanah pasir singkong kunjung tumbuh kurun tutup gagal datang jagung polibag hektare lahan itu hasil muas anggar estate masuk kategori mana anggar habis triliun anggar triliun anggar triliun jokowi anggar butuh triliun lapor ppatk masuk kantong politis triliun masuk kantong laksana orang hasil jalan bilang panen jagung signifikan rasional nilai kerja prabowo estate hitung lahan babat hektar banding jagung polybag panen jokowi hektare katrol jagung polybag anies baswedan baik score tanam singkong tumbuh jagung triliun hilang nanggung proyek jadi panggung hasil nendang kapasitas nanggung maksa milu gampang singgung gimana	1
prabowo gibran unggul basis sosio demografi pilih gender etnis agama ormas islam didik kerja dapat kecuali etnis betawi mana anies unggul	0
menteri tahan prabowo perhati khusus didik aman siber unhan prabowo gibran banyak universitas dekade08	4
cakep analisanya branding akar rumput trending dimedsos mesti linier naik elektabilitas daerah minim	5
suara milik kuat pilih capres ganjar pranowo wujud ubah positif	5
garda samud3ra ganjar mahfud program komitmen aman bangun kuat militer	4
baik menhan rakyat beli pesawat tempur rafale klaim rakyat akan prabowo	5
capres cawapres ganjar pranowo mahfud tekan konstitusi atur dasar negara pandu hidup	3
menhan prabowo habis alutsista bel	5
anies angkat martabat tani terus terima bansos hasil	6
nyata modern hadap negeri papar fakta anies	4
prabowo gibran langgar nomor anggap beking jokowi arogan prabowo gibran	7
korban slamet andono cerita ganjar seret jalan bawa masuk markas batalyon boyolali pukul oknum aparat kirain aniaya jalan pakai knalpot brong pukul orang seret markas aniaya orang ekspresi kesal knalpot brong tampar tentara pakai knalpot brong kapok seret aniaya orang jem banget	4
pilih ganjar pranowo mahfudmd pilpres pastiin indonesia unggul rjnkx	5
momen capresku jenguk rawan ganjar mahfud korban aniaya oknum korban slamet andono cerita seret jalan bawa masuk markas batalyon pukul oknum miris	4
anies tohok prabowo salah satu pancing emosi prabowo bilang pimpin murni sopan pimpin	5
program ganjar pranowo bikin ekonomi tumbuh	1
tanyash24616391 wadah kreativitas karya konsen ganjar pranowo ganjar mahfud hebat	5
aku jujur masyarakat papua ubah momen anies kunjung papua sambut hangat masyarakat papua cuaca hujan selasa januari	6
prabowo subianto cerdas anies baswedan timnas jokowi goblok	5
alih2 usaha engage bahas michael tweet tekan gestur verbal anies seolah2 usaha bangun insinuasi orang papua objek kasihan subjek milik agens	5
menang debat tahan moga menhannya presiden anies	4
tampang rifan ariansyah ancam tembak anies baswedan dadak sosmed hilang alamat rumah buru warganet twitter	4
surat buka capres totalitas dukung merdeka palestina calon presiden republik indonesia surat buka capres pilih takdir presiden republik indonesia upaya palestina israel politik ekonomi tegas butuh dunia mesra israel	4
prabowo kasar jokowi tugas partai singgung umpama dukung anies makan hewan anies jadi boneka prabowo tulus	5
makan malam jokowi prabowo respons timnas ganjar pihak	5
capres ganjar pranowo bela konstitusi atur dasar negara	3
pilih ganjar pranowo indonesia pimpin pimpin bersih integritas indonesia pimpin pimpin bawa indonesia	5
paslon ganjar pranowo mahfud bagus ekonomi tumbuh	1
track record ganjar pranowo mahfud banget pranowo mahfud mdmahfudrebound pranowo mahfud mdpranowopilihanumat	5
selamat malam warga kampung bayam salah hasil karya anak bangsa anies baswedan kerja kolaborasi	5
ratus purnawirawan polri hadir konsolidasi nasional menang anies muhaimin akademi negara partai nasdem purnawirawan polri hadir unduk dedikasi pensiun menang presiden	5
rakyat jabar satu juang prabowo berbuatbaik untukmasyarakat	5
capres cawapres nomor ganjar mahfud komitmen tingkat insentif tingkat sejahtera buruh indonesia ganjar utara buruh kait putus hubung kerja kembali sesuai atur ganjar tekan perintah damping buruh hadap situasi putus hubung kerja	5
geopolitik omnibuslaw kait industri tahan negeri gagal narasi kuat industri negeri indonesia tangkap politik dukung prabowo	5
menit prabowo anies anies menit pengaruh apresiasi sekjen asyik presiden	5
mahfud nilai ganjar capres umum informasi rahasia tahan negara debat capres ganjar pranowo bukti sejahtera	5
program pasang capres cawapres ganjar pranowo mahfud bikin ekonomi tumbuh	1
banjarnegara gemuruh sambut jokowi pakai ganjar mahfud sesuai dukung paslon tangan acung prestasi apresiasi pilih paslon nomer cinta labuh	5
prabowo kelas amat lulus menteri tahan	5
calon presiden ganjar pranowo langgar konstitusi atur dasar negara henti hukum	3
nakes desak anies negara hadir sehat kualitas warga layan sehat seringkali negara posisi nakes korban penting rakyat nakes rakyat desak anies hadir sehat rakyat nakes	6
